  Average Value Weighted Returns -- Monthly,,,,,,,,,,
,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
194507,45.33,85.43,50.79,137.63,91.09,556.59,45.07,42.93,89.62,46.01
194508,44.56,84.58,49.23,132.93,89.51,568.73,44.98,42.12,89.04,43.41
194509,47.85,91.85,53.29,135.21,98.04,578.52,48.46,45.8,89.56,44.35
194510,51.09,94.28,56.43,137.66,100.89,582.55,51.05,48.71,95.2,46.9
194511,54.43,94.46,57.65,148.89,101.65,596.27,54.04,51.79,100.6,49.88
194512,56.16,96.18,60,159.53,104.15,616.23,57.43,55.94,104.93,53.94
194601,56.72,98.52,60.85,158.83,106.18,612.28,59.21,56.72,103.69,53.77
194602,59.56,105.09,65.67,158.57,113,623.97,65.6,61.01,114.64,57.64
194603,56.51,95,61.4,150.54,104.51,606.25,62.6,58.17,107.76,53.97
194604,59.95,95.86,64.74,167,106.26,606.52,69.59,66.55,114.09,56.17
194605,61.92,97.21,67.48,181.53,108.02,616.18,74.42,76.2,118.66,57.09
194606,63.79,103.14,70.57,186.85,113.4,633.46,75.6,80.19,121.77,58.78
194607,60.51,93.83,67.5,176.79,104.99,650.58,68.2,72.08,109.25,57.7
194608,59.9,89.37,65.23,176.4,101.47,650.07,66.81,69.62,105.06,54.71
194609,56.55,79.62,60.54,165.74,94.3,604.45,63.31,67.05,99.04,50.82
194610,50.34,67.71,54.08,152.14,84.59,568.74,59.22,62.2,90,43.29
194611,50.35,65.46,52.97,150.92,83.88,539.56,57.78,61.9,90.9,43.04
194612,49.38,64.17,53.41,150.45,81.88,549,54.31,62.43,91.17,42.78
194701,50.91,68,56.62,156.3,85.01,562.59,55.98,66.71,96.48,43.58
194702,50.85,75.4,57.06,155.15,89.55,568.4,56.19,63.03,96.05,43.7
194703,50.47,75.8,56.32,150.18,87.5,556.63,55.62,60.13,94.79,42.94
194704,49.13,73.67,55.25,153.44,84.98,537.7,54.18,59.19,91.91,41.26
194705,45.66,70.66,51.99,152.52,80.48,536.52,49.71,53.97,88.03,38.64
194706,45.22,68.35,50.55,154.5,80.05,530.51,49.28,52.25,85.39,37.77
194707,46,71.59,52.72,164.47,77.68,519.91,51.47,55.77,78.56,37.3
194708,47.98,75.29,54.66,170.51,82.53,524.11,53.72,57.07,80.14,39.48
194709,47.07,73.93,53.76,165.72,78.88,525.88,51.51,54.62,80.03,38.04
194710,47.01,73.96,53.87,160.95,79.2,523.3,49.86,53.03,80.11,37.46
194711,47.47,76.09,55.53,169.18,80.51,524.41,51.27,53.54,79.81,37.76
194712,46.28,73.15,54.27,165.96,79.73,510.78,49.49,51.58,73.34,36.62
194801,46.27,74.51,55.22,180.62,80.88,505.95,49.25,52.96,73.9,37.7
194802,44.83,70.52,52.91,167.01,76.38,506.48,47.5,48.42,73.43,37.28
194803,41.85,65.88,49.71,161.05,73.17,500.98,45.34,46.45,70.58,35.58
194804,43.82,70.48,54.27,176.6,80.75,503.37,48.15,49.22,74.82,38.82
194805,44.24,71.28,55.56,195.64,80.21,516.72,50.43,50.15,75.66,40.05
194806,46.24,80.72,59.56,206.41,90.25,529.44,54.53,53.29,79.64,42.46
194807,44.86,76.69,58,212.17,84.9,542.11,53.1,51.99,76.51,40.99
194808,43.94,73.32,55.03,196.73,79.26,533.15,48.89,49.66,72.99,38.89
194809,43.68,73.12,54.92,191.36,81.48,533.34,49.83,48.46,72.76,39.29
194810,41.69,70.1,53.15,182.45,78.27,524.43,49.15,46.79,71.78,37.69
194811,42.99,75.64,56.63,198.42,83.57,530.23,51.07,49.09,74.32,39.42
194812,39.96,64.95,50.09,172.71,75.53,519.18,47.41,45.8,67.24,34.93
194901,39.96,66.8,51.67,179.82,79.32,517.13,47.75,47.62,68.69,35.48
194902,41.22,68.42,51.76,172.68,78.22,510.6,48.17,49.67,71.65,35.52
194903,40.16,64.71,49.51,164.24,74.76,509,46.67,48.94,71.86,34.16
194904,41.18,66.73,51.03,173.61,78.47,508.24,48.51,51.44,74.08,35.47
194905,40.34,63.89,49.15,174.7,75.5,499.9,47.56,51.44,74.7,34.9
194906,39.94,60.87,47.11,163.88,71.31,488.94,47.36,50.2,73.92,33.7
194907,40.05,60.82,46.28,154.76,68.87,454.98,47.82,51.13,73.61,32.72
194908,41.88,66.55,48.97,164.22,73.61,465.95,50.16,54.08,76.87,34.03
194909,43.31,66.89,49.55,171.77,73.84,470.38,50.56,53.9,79.33,34.3
194910,44.29,68.47,51.28,176.87,76.06,468.86,51.54,54.7,82.07,35.25
194911,44.78,73.47,53.43,183.25,78.87,477.67,51.79,56.42,82.82,36.02
194912,45.21,73.59,54.3,175.04,81.57,485.54,52.36,58.6,85.09,36.13
195001,47.26,79.27,57.41,176.03,87.82,485.96,55.34,63.48,87.44,38.43
195002,47.7,80.72,58.47,174.7,91.78,494.98,55.44,64.03,90.29,39.58
195003,47.7,82.14,59.18,172.01,94.63,498.14,56.32,64.95,92.2,39.78
195004,47.17,83.51,59.38,179.98,96.25,513.6,56.01,62.86,92.08,39.22
195005,47.07,92.31,63.68,185.48,102.93,525.78,55.66,66.21,92.61,39.76
195006,47.81,96.84,66.95,201.34,102.88,536.02,57.09,68.5,93.86,40
195007,44.63,91.52,62.81,185.49,94.84,565.36,54.54,65.89,86.94,36.05
195008,44.67,89,64.08,201.64,92.05,557.87,53.91,61.16,82.12,38.66
195009,46.15,94,67.39,208.11,96.47,572,55.88,63.09,84.42,39.3
195010,48.11,101.64,70.17,215.18,100.67,561.15,60.38,66.76,87.71,41.64
195011,47.72,102.23,70.39,215.61,99.12,562.33,60.79,65.39,86.71,40.89
195012,47.3,96.75,73.24,222.72,100.53,560.86,60.74,67.78,85.21,41.99
195101,48.37,97.79,77.64,241.59,103.27,562.84,61.9,71.58,87.82,46.4
195102,50.39,106.79,82.26,256.27,111.21,573.42,63.99,73.65,91.86,49.3
195103,50.61,107.86,82.74,256.72,111.89,596.86,65.55,74.45,94.22,48.86
195104,48.92,108.93,79.91,250.31,109.99,581.94,63.96,75.49,92.37,47.06
195105,49.22,112.64,85.27,277.23,113.29,586.88,64.04,83.19,92.21,48.75
195106,48.3,104.75,82.79,266.04,109.78,584.32,62.84,84.23,91.76,46.82
195107,46.76,96.04,80.59,270.42,104.86,632.56,60.47,83.48,88.39,43.73
195108,48.2,99.01,87.29,301.04,110.79,650.25,62.05,95.33,92.78,46.89
195109,49.58,104.06,91.08,314.72,116.85,667.36,63.28,93.68,94.22,48.22
195110,49.09,106.68,90.99,312.02,120.03,657.81,65.22,91.77,95.01,49.74
195111,47.41,104.44,87.1,315.1,112.23,650.72,63.06,86.12,96.29,47.84
195112,46.95,104.71,86.54,308.4,114.58,652.68,63.33,85.22,97.41,48.38
195201,47.6,107.09,90.04,322.57,119.25,649.99,62.85,89.28,100.09,49.04
195202,47.74,105.82,89.65,343.59,117.27,651.14,62.33,89.71,102.69,50.59
195203,46.43,104.49,85.54,328.77,112.98,646.98,59.58,85.58,102.96,49.82
195204,47.24,113.02,87.82,357.13,118.02,645.81,60.85,85.69,104.76,52.35
195205,45.58,109.59,81.81,329.55,113.88,640.99,59.55,80.83,102.45,50.5
195206,46.24,112.21,84.7,337.83,116.83,647.48,60.74,82.53,105.06,51.6
195207,48.28,116.26,88.81,355.13,118.44,742.73,62.45,82.53,112.62,53.85
195208,48.47,119.15,90.63,351.24,119.94,744.55,63.54,78.77,114.47,54.38
195209,48.61,119.82,88.47,338.28,119.45,751.03,62.93,77.97,116.1,54.02
195210,46.96,118.76,86.32,323.46,119.89,737.71,62.26,73.28,115.84,53.02
195211,46.45,120.1,85.07,324.35,118.46,744.48,61.45,72.15,115.78,52.02
195212,48.84,126.11,91.5,327.2,128.84,773.49,63.59,76.93,121.17,55.33
195301,49.29,134.77,93.55,341.78,131.85,770.67,63.98,75.15,122.98,57.07
195302,50.27,134.26,94.1,331.36,128.81,887.05,65.06,71.14,123.72,57.56
195303,51.2,130.84,92.44,329.07,130.96,883.11,64.55,72.29,123.82,57.06
195304,50.06,124.98,90.66,326.99,129.16,867.01,64,71.82,123.41,55.95
195305,49.91,122.49,88.3,309.94,128.51,857.99,63.31,69.06,119.37,54.96
195306,49.7,120.66,87.88,312.22,129.58,861,63.95,68.7,118.64,55.39
195307,49.52,117.57,84.93,313.63,123.2,877.15,61.84,64.1,119.78,53.42
195308,51.03,118.38,86.97,325.84,126.03,885.39,62.93,66.38,123.43,54.08
195309,49.12,109.06,82.11,301.29,120.08,877.82,61.72,66.11,122.47,50.09
195310,48.97,109.05,82.76,295.24,123.28,880.64,61.55,66.14,123.79,49.37
195311,49.23,117.46,87.77,311.56,132.07,892.86,61.97,67.76,128.88,51.09
195312,48.97,116.09,90.43,313.44,137.72,912.77,63.38,72.65,132.11,52.02
195401,48.4,114.53,90.57,314.45,137.4,904.68,63.71,71.26,132.37,50.4
195402,50.36,120.58,94.56,341.48,146.8,921.79,65.67,75.24,136.29,53.65
195403,49.78,120.83,94.72,347.58,153.8,945.45,65.48,74.73,137.96,54.13
195404,50.23,124.95,99.3,362.19,166.35,948.8,65.53,74.7,141.27,54.81
195405,50.64,131.85,105.15,384.33,181.38,967.42,66.41,75.45,142.58,56.3
195406,51.51,135.94,109.16,392.19,180.24,979.25,67.87,76.35,145.76,58.41
195407,52.27,140.58,112.76,373.67,197.72,922.41,69.67,76.63,155.1,58.23
195408,55.51,154.41,118.47,390.85,196.65,962.61,72.48,82.87,163.03,62.11
195409,53.66,147.4,113.22,388.79,186.94,947.57,71.86,80.36,159.54,60.35
195410,55.48,170.67,120.78,427.41,197.97,960.15,75.17,82.36,162.05,63.07
195411,54.19,169.36,119.28,425.43,193.98,952.03,73.15,80.88,155.34,63.22
195412,57.05,173.54,134.25,455.48,218.75,984.41,78.63,90.36,163.4,69.71
195501,59.24,186.04,142.69,484.61,224.26,987.7,79.9,95.59,167.75,75.84
195502,59.9,187.05,142.83,486.4,232.08,995.61,81.16,92.69,169.71,76.4
195503,60.4,183.27,148.68,494.4,241.93,1035.16,81.76,94.93,175.34,78.87
195504,59.63,183.25,148.86,492.82,238.03,1020.88,80.35,104.87,173.27,79.69
195505,62,193.64,155.15,500.5,255.68,1040.99,81.71,104.73,177.07,82.84
195506,61.46,189.6,158.94,493.38,255.27,1053.98,83.69,107.62,176.04,83.76
195507,65.04,215.49,173.49,546.55,254.41,1186.74,87.5,107.44,180.1,85.61
195508,66.31,257.73,171.7,571.04,247.43,1217.72,89.16,107.43,186.25,84.84
195509,65.49,247,176.32,570.17,248.96,1186.11,90.11,107.14,185.61,84.87
195510,64.18,274.11,174.73,573.94,237.34,1186.21,93,103.47,179.98,82.28
195511,63.56,260.45,169.22,567.72,225.06,1172.61,90.55,104.16,177.65,80.04
195512,65.31,284.02,181.7,610.47,247.01,1190.98,96.62,109.84,182.82,85.81
195601,66.07,276.46,186.53,632.79,257.53,1187.2,95.41,116.35,181.91,84.84
195602,64.98,257.83,177.77,635.05,244.12,1209.35,92.08,108.58,180.77,82.36
195603,65.24,269.39,185.45,659.67,258.81,1211.13,94.15,117.02,183.38,84.65
195604,66.09,279.36,199.41,734.75,284.63,1214,94.28,125.23,189.65,89.18
195605,67.33,264.92,201.22,761.17,284.88,1203.31,92.42,128.5,184.95,89.84
195606,64.73,250.29,188.13,707.94,269.17,1189.98,87.66,126.4,182.77,85.27
195607,66.07,288.24,197.28,721.34,291.91,1176.89,89.22,133.25,191.08,88.06
195608,67.48,300.71,208.97,773.57,307.32,1208.04,93.16,137.18,200.52,90.34
195609,66.13,300.12,202.08,728.52,295.67,1189.3,90.18,132.39,194.7,87.14
195610,63.66,296.4,189.89,698,274.17,1143.06,85.96,127.21,186.51,82.97
195611,64.13,293.3,191.59,700.12,283.08,1127.04,86.96,127.75,187.85,83.69
195612,63.34,280.2,188.73,731.68,284.25,1143.24,84.55,125.03,187.74,83.14
195701,63.82,282.95,198.81,774.03,295.35,1158.21,83.75,131.95,190.43,84.26
195702,64.86,265.26,186.85,740.98,278.68,1191.77,82.55,128.82,194.75,83.58
195703,63.45,257.31,180.68,719.67,276.46,1195.45,81.21,127.81,193.29,80.97
195704,64.18,263.11,183.93,742.08,288.04,1198.76,82.61,137.97,195.79,82.44
195705,65.4,288.74,190.89,792.6,312.21,1204.03,82.61,145.24,201.47,84.91
195706,65.88,293.96,196.83,848.26,329.54,1215.84,84.16,151.46,205,85.52
195707,65.56,286.83,198.21,824.97,305.56,1316.53,84.14,163.8,202.19,83.28
195708,66.52,297.16,199.24,831.99,314.08,1313.35,86.42,167.85,201.52,84.06
195709,64.79,284.97,186.27,779.96,291.23,1309.41,83.53,162.07,195.42,79.23
195710,63.77,264.59,173.07,717.34,271.62,1400.02,84.57,156.9,191.17,73.66
195711,62.28,254.03,164.55,674.28,271.22,1370.59,81.09,155.54,189.21,68.43
195712,63.85,237.5,169.43,685.16,288.15,1389.78,81.83,167.68,196.46,68.13
195801,63.77,218.55,162.03,636.86,277.26,1389.48,79.98,165.87,200.66,64.63
195802,68.44,229.29,170.58,646.1,288.42,1448.63,86.71,165.08,212.52,71.6
195803,69.76,222.98,166.93,611.63,282.97,1457.71,88.32,172.52,214.33,70.32
195804,72.31,229.41,169.12,659.66,289.24,1456.08,91.66,186.23,217.64,71.74
195805,75.29,240.7,171.37,692.88,288.9,1495.44,94.16,198.12,227.99,74.83
195806,76.91,253.63,176.82,698.5,292.7,1525.84,97.07,200.3,230.33,77.23
195807,79.77,281.4,180.72,741.88,286.4,1602.88,100.86,201.85,237.57,77.22
195808,81.01,309.35,196.16,745.79,297.09,1617.29,102.51,213.63,239.52,80.44
195809,82.97,306.25,200.58,755.6,302.76,1654.94,107.83,217.15,236.1,82.61
195810,86.16,336.86,209.52,779.94,320.26,1719.64,111.87,242.23,243.38,86.87
195811,88.2,344.42,215.57,788.87,334.62,1744.77,112.98,244.55,253.19,89.94
195812,91.26,354.08,221.39,798.91,348.64,1778.45,118.94,262.76,259.54,93.67
195901,93.34,363.6,232.52,808.47,392.86,1998.25,125.33,273.91,274.08,96.13
195902,96.79,359.53,234.2,811.7,384.09,2076.29,131.93,272.12,276.78,98.02
195903,99.2,349.32,242.21,746.71,406,2176.43,136.47,281.72,279.26,100.22
195904,99.13,344.97,241.82,762.26,414.29,2147.5,133.88,293.38,282.83,100.26
195905,102,377.24,251.62,774.67,449.24,2246.95,135.68,327.99,278.96,102.11
195906,102.89,393.41,260.74,762.14,470.47,2222.19,138.8,323.64,274.91,102.92
195907,105.82,400.96,264.06,797.73,434.32,2132.12,150.41,348.12,269.62,100.9
195908,109.63,434.61,273.63,836.36,436.23,2144.84,153.26,364.37,279.22,101.57
195909,108.71,441.65,267.38,804.75,424.75,2156.57,153.92,350.51,281.99,98.85
195910,105.24,421.85,253.67,748.74,411.21,2115.51,150.35,332.63,268.7,94.45
195911,109.08,416.43,257.47,756.32,431.67,2142.93,151.33,340.1,270.35,94.56
195912,109.8,412.35,261.7,746.73,477.66,2115.14,154.03,357.78,270.32,93.1
196001,110.8,433.16,266.87,777.8,499.45,2185.96,157.92,350.7,275.2,94.62
196002,106.97,384.66,244.25,718.6,450.43,2206.55,148.47,328.22,268.73,90.76
196003,110.03,372.78,244.26,688.32,473.83,2386.99,154.12,328.33,275.25,90.33
196004,108.72,356.16,235.73,682.29,480.22,2372.57,154.04,332.88,278.95,88.38
196005,110.26,350.49,228.37,652.5,490.02,2347.72,153.24,338.23,282.03,87.27
196006,116.88,344.58,236.01,624.06,536.11,2424.23,157.45,383.7,285.12,86.96
196007,123.63,352.28,234.73,652.72,495.82,2495.9,155.01,374.2,303.97,91.08
196008,122.32,349.89,224.78,656.64,474.96,2498.29,151.75,359.46,299.94,89.63
196009,127.26,358.59,227.32,677.24,479.56,2674.13,155.82,367.4,314.79,91.85
196010,124.98,338.01,210.99,670.35,436.82,2495.17,142.53,334.88,299.8,86.82
196011,127.71,333.11,208.71,685.31,422.57,2498.68,142.52,322.9,298.05,86.38
196012,139,327.56,217.34,702.02,451.12,2601.67,151.62,334.53,307.8,91.57
196101,146.53,325.84,226.19,739.12,463.85,2904.7,154.86,369.18,326.52,95.01
196102,157.53,352.7,241,809.95,477.12,3133.8,158.86,391.33,341.82,102.8
196103,167.36,363.27,251.95,824.93,489.5,3155.65,166.17,410.72,353.06,108.14
196104,176.07,375.52,255.58,851.32,501.87,3369.27,175.63,425.8,359.19,111.68
196105,173.54,368.83,251.97,891.54,504.24,3396.07,176.33,424.22,364.97,112.2
196106,179.28,370.17,262.27,885.9,517.84,3359.13,184.54,432.9,372.47,116.98
196107,175.48,361.89,251.07,851.87,474.92,3419.2,179.93,411.58,365.14,112.6
196108,181.38,384.06,257.65,871.02,483.39,3639.16,183.93,425.68,374.9,115.17
196109,190,393.06,262.68,865.4,504.28,3623.85,189.32,441.11,387.8,120.74
196110,189.73,411.26,251.29,809.69,504.49,3521.85,190.13,435.24,392.43,118.28
196111,195.92,413.19,250.47,860.83,521.45,3916.45,206.99,450.78,412.28,121.3
196112,205.88,446.9,256.32,911.72,541.25,4224.6,216.7,463.38,425.12,125.93
196201,199.83,459.55,257.12,946.33,536.6,4360.93,215.69,453.68,406.33,123.2
196202,188.63,458.34,248.05,961.35,509.93,4096.13,196.59,431.45,394.83,121.3
196203,188.46,448.25,250.36,1007.81,509.01,4238.72,199.21,446.69,404.01,122.85
196204,186.02,449.88,250.86,1007.56,509.15,4110.11,200.8,448.02,411.04,120.96
196205,173.28,426.29,230.72,990.73,452.86,3917.57,193.16,396.94,398.74,112.27
196206,153.03,403.96,210.48,952.22,406.12,3612.52,174.91,353.09,358.43,102.95
196207,140.59,374.22,181.22,805.71,335.48,2570.08,151.76,312.24,345.36,96.38
196208,147.78,403.85,190.53,843.87,373.36,2755.94,157.98,336.17,370.1,101.75
196209,148.43,415.94,194.18,852.73,385.16,2780.12,164.17,308.54,380.45,105.17
196210,139.51,406.63,182.61,837.38,350.22,2608.08,153.09,295.47,368.77,98.85
196211,135.68,416.19,185.44,831.9,349.69,2680.38,150.61,302.34,363.66,99.21
196212,151.25,435.19,209.09,914.75,399.65,2852.83,166.61,354.01,389.88,113.27
196301,153.1,450.36,206.48,957.18,397.98,2879.81,166.46,356.42,402.41,115.07
196302,162.02,484.15,218.75,980.39,420.37,2998.78,172.73,376.21,422.53,120.95
196303,156.38,466.81,212.03,961.81,398.21,2946.6,172.48,365.42,414.97,119.89
196304,160.02,499.72,218.31,1028.26,408.29,2999.8,175.64,369.24,421.49,123.9
196305,163.66,537.75,228.49,1110.44,439.4,3111.61,186.74,396.86,430.45,131.84
196306,166.01,574.66,232.13,1100.74,461.91,3069.68,190.95,394.8,433.52,136
196307,101.21,337.78,152.48,522.58,181.95,1700.77,97.8,318.47,388.72,78.07
196308,100.99,337.3,150.42,533.67,180.68,1696.57,96.57,319.97,390.75,77.52
196309,106.23,357.79,159.39,551.28,189.5,1758.1,102.47,349.45,413.47,81.44
196310,104.58,356.38,158.14,535.28,189.71,1797.45,103.31,334.86,402.25,79.18
196311,107.66,394.32,162.09,534.36,205.42,1859,103.63,345.88,398.41,80.27
196312,106.38,371.23,162.63,528.37,204.33,1925.33,102.41,338.74,395.37,80.25
196401,109.1,375.91,166.52,552.86,210.3,1920.98,103.14,343.34,406.48,82.11
196402,109.85,380.25,171.13,579.04,216.42,1984.8,105.46,355.87,411.2,82.99
196403,112.22,384.43,175.69,581.47,220.15,1967.55,106.84,360.58,413.37,87.3
196404,115.39,387.98,182.37,589.29,227.4,2038.85,109.89,353.09,409.27,89.54
196405,115.19,394.69,180.09,612.68,220.78,2055.78,113.89,347.79,412.56,89.92
196406,116.98,397.41,182.99,627.18,226.25,2035.61,117.99,348.49,414.63,91.69
196407,113.5,380.29,179.78,617.83,209.62,2108.33,115.32,359.61,414.59,91.26
196408,115.37,401.46,182.22,637.79,205.78,2065.94,115.87,376.45,433.98,92.05
196409,115.01,405.13,180.48,621.93,199.56,2021.59,116.2,359.31,432.52,89.11
196410,116.65,423.31,189.18,644.55,201.66,1997.73,120.12,368.72,439.55,92.25
196411,116.32,426.86,190.09,668.94,199.62,1979.87,122.69,378.99,442.76,93.91
196412,117.05,420.47,188.47,687.11,201.37,1923.79,126.18,385.53,447.34,92
196501,117.05,427.74,187.56,696.66,202.28,1980.73,126.49,401.6,448.44,90.36
196502,124.46,447.58,197.97,702.43,217.34,1985.72,131.2,432.06,465.2,94.59
196503,126.23,442.94,202.83,674.45,225.88,1989.19,132.69,441.17,465.87,97.5
196504,124.91,451.61,200.84,653.67,224.58,1953.01,132.06,436.59,462.21,96.88
196505,130.04,481.93,209.48,658.8,236.07,1998.53,141.54,449.17,464.22,99.87
196506,128.35,462.05,207.67,665.49,236.53,2041.09,141.42,442.18,458.22,98.3
196507,119.87,420.89,184.85,645.01,210.61,1781.35,125.01,416.56,437.21,91.37
196508,121.64,430.5,188.57,661.77,219.49,1774.73,123.6,432.63,440.86,94.56
196509,126.5,442.71,195.46,667.41,233.24,1787.09,127.85,458.43,443.39,99.3
196510,127.2,481.53,203.32,696.19,245.27,1804.02,127.92,468.32,448.41,101.1
196511,130.36,510.8,212.43,708.08,257.99,1763.02,127.99,483.02,452.1,103.87
196512,132.49,485.41,214.9,707.35,266.17,1674.72,129.22,499.01,445.9,107.69
196601,134.35,491.77,222.15,709.28,263.48,1657.87,131.38,529.68,443.41,111.7
196602,137.74,494.5,230.21,716.21,266.98,1636.33,125.37,543.53,429.05,118.02
196603,136.57,484.49,227.98,686.58,279.72,1632.2,123.2,533.51,409.58,120.1
196604,133.43,469.39,224.05,676.63,276.94,1550.03,120.88,524.4,407.67,116.75
196605,134.71,469.83,230.88,703.28,299.7,1569.69,125.92,523.9,411.44,120.43
196606,128.15,429.55,217.39,677.79,280.83,1509.87,122.38,494.64,398.57,110.91
196607,120.25,420.99,209.28,652.94,270.38,1483.27,112.97,497.65,386.22,111.56
196608,118.7,409.81,206.08,655,267.39,1466.08,110.51,488.79,384.5,110.23
196609,109.8,376.03,188.91,607.17,250.87,1386.62,103.04,447.32,349.8,96.93
196610,107.83,371.7,182.53,636.48,245.82,1376.14,101.28,441.84,363.89,95.05
196611,112.57,375.65,187.71,689.81,246.45,1502.4,100.67,463.01,399.05,98.21
196612,115.38,358.44,192.19,675.49,274.18,1447.77,101.24,492.32,391.76,106.34
196701,115.33,350.99,194.79,670.86,275.16,1487.84,96.87,491.35,398.7,108.95
196702,126.49,392.03,217.05,693.05,303.26,1580.61,107.97,522.47,408.96,122.07
196703,128.49,385.03,218.98,694.53,324.64,1602.09,111.99,527.82,400.32,121.25
196704,134.56,399.1,231.6,719.1,345.1,1646.78,114.46,568.91,405.16,127
196705,141.33,446.75,240.75,736.8,373.42,1704.85,125.37,593.89,411.74,129.36
196706,137,417.44,231.68,712.64,356.34,1595.64,119.08,560.48,392.98,126.8
196707,139.18,399.99,227.87,724.54,359,1616,120.86,586.44,384.26,132.73
196708,147.64,447.75,239.91,781.61,373.25,1509.68,127.86,608.32,392.18,143.76
196709,146.34,449.72,240.33,763.97,370.28,1478.64,127.36,610.2,387.87,142.53
196710,151.35,471.45,248.61,791.22,403.17,1612.6,130.7,627.54,386.28,142.33
196711,148.22,454.08,237.82,782.26,422.81,1623.41,131.88,595.61,364.22,135.16
196712,148.18,445.91,239.56,786.75,430.7,1609.62,133.1,616.29,374,133.73
196801,152.97,449.19,254.58,817.12,441.71,1680.17,138.13,634.43,388.53,141.25
196802,151.87,429.04,238.79,807.08,405.05,1725.04,139.94,592.27,387.91,137.29
196803,148.33,415.66,227.94,781.03,385.65,1667.68,138.69,565.21,380.45,132.29
196804,149,418.25,230.02,789.84,401.71,1645.41,143.17,565.21,358.62,132.57
196805,166.45,470.66,255.76,833.25,451.63,1681.83,160.43,631.98,365.94,148.28
196806,176.52,465.15,265.06,862.37,469.55,1653.89,166.95,651.09,365.95,157.76
196807,174.37,444.39,258.14,874.33,419.82,1542.09,163,625.43,392.16,165.12
196808,167.68,430.87,248.21,918.69,396.41,1538.93,154.4,599.42,391.64,158.97
196809,171.96,433.43,256.18,924.73,399.68,1543.21,157.4,601.09,386.53,158.52
196810,180.24,465.24,269.68,957.43,412.91,1587.37,170.89,606.01,386.21,173.05
196811,181.55,489.24,272.69,978.81,394.3,1637.63,173.22,605.38,386.76,175.05
196812,189.22,484.44,289.72,1039.03,427.9,1712.04,181.45,652.35,419,188.64
196901,186.9,465.11,280.83,1012.08,404.76,1594.77,177.33,644.73,405.49,182.51
196902,185.09,460.62,281.07,999.14,387.86,1613.34,175.28,642.85,414.19,183.64
196903,172.31,444.72,264.33,938.71,374.75,1544.6,168.24,607.74,390.77,168.88
196904,174.92,467.24,270.97,1004.97,396.98,1588.79,176.56,627.39,384.4,170.34
196905,176.57,472.49,274.61,999.66,412.57,1711.62,183.89,658,388.17,171.12
196906,178.78,474.34,271.58,1027.73,404.62,1715.59,184.38,667.04,386.5,169.16
196907,158.91,414.63,246.43,927.21,372.49,1553.3,164.73,595.72,359.17,179.33
196908,147.78,387.09,233.2,836.38,355.11,1483.46,150.58,579,347.21,163.09
196909,155.06,395.19,242.19,885.5,379.05,1492.93,162.82,630.89,341.05,176.99
196910,155.04,394.28,237.19,799.63,381.39,1431.61,161.58,643.55,325.56,175.38
196911,167.7,411.7,253.33,803.1,404.9,1481.71,172.18,700.85,351.15,189.61
196912,163.83,392.19,243.97,762.34,400.1,1484.85,165.62,701.13,330.98,178.56
197001,160.26,378.06,240.63,738.69,396.93,1399.47,161.64,730.42,327.49,171.46
197002,153.75,346.48,222.95,651.58,360.93,1363.53,151.88,678.05,312.47,156.15
197003,160.39,363.18,233.33,681.32,370.43,1457.67,159.36,713.84,336.79,170.7
197004,158.69,380.2,232.98,677.55,364.3,1487.44,156.46,677.02,345.09,167.97
197005,142.45,348.89,213.14,614.68,312.01,1356.65,139.51,608.34,316.1,144.79
197006,132.18,323.82,196.11,630.18,281.52,1291.29,126.88,558.94,297.33,132.92
197007,123.54,290.1,181.85,582.41,250.25,1129.25,115.96,525.38,284.62,120.18
197008,131.53,322.68,191.38,654.57,256.7,1245.09,127.48,536.43,308.18,130.11
197009,132.97,346.81,199.15,692.2,279.68,1305.86,133.88,544.27,320.6,136.63
197010,139.88,355.47,207.22,720.37,307.91,1290.03,144.36,587.35,317.57,146.63
197011,140.63,350.49,200.58,738.2,297.88,1241.69,142.18,591.34,313.64,138.06
197012,146.26,372.45,208.69,777.02,311.12,1302.91,152.5,606.97,341.11,143.26
197101,157.74,394.78,225.4,794.35,324.59,1388.75,161.52,640.77,364.24,154.98
197102,165.76,409.7,238.74,801.81,342.06,1524.46,175.31,672.24,373.66,167.25
197103,171.91,416.41,240.68,842.96,352.28,1429.27,181.73,679.39,362.24,171.43
197104,179.66,430.07,251.2,865.5,384.21,1435.74,194.64,703.77,369.29,181.2
197105,183.97,466.16,263,901.58,397.11,1500.33,204.08,733.12,354.96,189.98
197106,178.33,443.91,256.86,852.35,375.46,1407.12,199.95,715.75,339.86,177.95
197107,178.71,432.87,254.74,833.97,362.89,1312.52,191.67,717.02,356.03,169.36
197108,175.11,408.4,242.36,815.1,331.71,1265.12,184.73,700.7,347.18,162.97
197109,180.02,449.15,256.72,799.09,352.62,1245.31,195.73,721.35,336.98,173.93
197110,179.45,448.19,255.59,785.4,346.93,1246.43,197,725.67,330.59,172.81
197111,171.5,427.49,240.39,748.28,331.81,1224.72,189.99,707.07,338.23,165.35
197112,170.29,426.44,237.43,744.47,337.99,1215.14,189.91,709.33,332.23,164.24
197201,188.45,451.98,262.33,809.61,377.71,1301.27,209.07,764.77,357.72,177.28
197202,192.89,466.17,270.44,809.75,409.21,1313.44,209.75,784.02,355.29,183.36
